video_title,site_name,recorded_at,action,nest,frame_number,track_id,taxon,ml_confidence,timestamp
cvprmendels_2024-05-08_15_30_00,cvprmendels,2024-05-08T15:30:00+00:00,Entry,38,15829,72,bee,0.9996366363449576,2024-05-08 15:38:47.633333
cvprmendels_2024-05-08_15_30_00,cvprmendels,2024-05-08T15:30:00+00:00,Exit,38,15989,74,bee,0.7940937622976318,2024-05-08 15:38:52.966667
cvprmendels_2024-05-08_15_30_00,cvprmendels,2024-05-08T15:30:00+00:00,Entry,38,16043,74,bee,0.7934573331254583,2024-05-08 15:38:54.766667
cvprmendels_2024-05-08_15_30_00,cvprmendels,2024-05-08T15:30:00+00:00,Exit,49,16444,78,bee,0.6886214633280272,2024-05-08 15:39:08.133333
cvprmendels_2024-05-08_15_30_00,cvprmendels,2024-05-08T15:30:00+00:00,Entry,49,16508,78,bee,0.7400842227907866,2024-05-08 15:39:10.266667
cvprmendels_2024-05-08_15_30_00,cvprmendels,2024-05-08T15:30:00+00:00,Exit,14,17021,81,bee,0.91725962361588,2024-05-08 15:39:27.366667
cvprmendels_2024-05-08_15_50_00,cvprmendels,2024-05-08T15:50:00+00:00,Exit,57,17,1,bee,0.9778129337184421,2024-05-08 15:50:00.566667
cvprmendels_2024-05-08_15_50_00,cvprmendels,2024-05-08T15:50:00+00:00,Entry,56,875,2,bee,0.8767834911793131,2024-05-08 15:50:29.166667
cvprmendels_2024-05-08_15_50_00,cvprmendels,2024-05-08T15:50:00+00:00,Exit,56,1630,3,bee,0.8959022122494064,2024-05-08 15:50:54.333333
cvprmendels_2024-05-08_15_50_00,cvprmendels,2024-05-08T15:50:00+00:00,Exit,38,5664,9,bee,0.6482199273298219,2024-05-08 15:53:08.800000
cvprmendels_2024-05-08_15_50_00,cvprmendels,2024-05-08T15:50:00+00:00,Entry,58,7664,20,bee,0.8611156733003817,2024-05-08 15:54:15.466667
cvprmendels_2024-05-08_15_50_00,cvprmendels,2024-05-08T15:50:00+00:00,Exit,58,7867,21,bee,0.9424961819173321,2024-05-08 15:54:22.233333
cvprmendels_2024-05-08_15_50_00,cvprmendels,2024-05-08T15:50:00+00:00,Entry,54,7932,22,bee,0.878195977163082,2024-05-08 15:54:24.400000
cvprmendels_2024-05-08_15_50_00,cvprmendels,2024-05-08T15:50:00+00:00,Entry,55,8551,24,bee,0.902864353476713,2024-05-08 15:54:45.033333
cvprmendels_2024-05-08_15_50_00,cvprmendels,2024-05-08T15:50:00+00:00,Exit,55,9014,27,bee,0.9540704040076099,2024-05-08 15:55:00.466667
cvprmendels_2024-05-08_15_50_00,cvprmendels,2024-05-08T15:50:00+00:00,Entry,53,9264,28,bee,0.9835033531918914,2024-05-08 15:55:08.800000
cvprmendels_2024-05-08_15_50_00,cvprmendels,2024-05-08T15:50:00+00:00,Exit,53,9387,29,bee,0.7451125023021191,2024-05-08 15:55:12.900000
cvprmendels_2024-05-08_15_50_00,cvprmendels,2024-05-08T15:50:00+00:00,Entry,57,9461,29,bee,0.9390314446708566,2024-05-08 15:55:15.366667
cvprmendels_2024-05-08_15_50_00,cvprmendels,2024-05-08T15:50:00+00:00,Exit,57,10069,36,bee,0.7592074093039781,2024-05-08 15:55:35.633333
cvprmendels_2024-05-08_15_50_00,cvprmendels,2024-05-08T15:50:00+00:00,Entry,39,10368,38,bee,0.9963509220592434,2024-05-08 15:55:45.600000
cvprmendels_2024-05-08_15_50_00,cvprmendels,2024-05-08T15:50:00+00:00,Exit,39,10982,40,bee,0.9436205031485266,2024-05-08 15:56:06.066667
cvprmendels_2024-05-08_15_50_00,cvprmendels,2024-05-08T15:50:00+00:00,Entry,39,11054,40,bee,0.9520752069812791,2024-05-08 15:56:08.466667
cvprmendels_2024-05-08_15_50_00,cvprmendels,2024-05-08T15:50:00+00:00,Entry,11,12763,45,bee,0.9805153449141178,2024-05-08 15:57:05.433333
cvprmendels_2024-05-08_15_50_00,cvprmendels,2024-05-08T15:50:00+00:00,Entry,35,12759,47,bee,0.9732389248726845,2024-05-08 15:57:05.300000
cvprmendels_2024-05-08_15_50_00,cvprmendels,2024-05-08T15:50:00+00:00,Exit,11,14713,65,bee,0.8164848680826478,2024-05-08 15:58:10.433333
cvprmendels_2024-05-08_15_50_00,cvprmendels,2024-05-08T15:50:00+00:00,Entry,55,15988,72,bee,0.8900306157797221,2024-05-08 15:58:52.933333
cvprmendels_2024-05-08_15_50_00,cvprmendels,2024-05-08T15:50:00+00:00,Exit,55,16647,73,bee,0.9307989684594211,2024-05-08 15:59:14.900000
cvprmendels_2024-05-08_15_50_00,cvprmendels,2024-05-08T15:50:00+00:00,Entry,12,17594,74,bee,0.9245930689416917,2024-05-08 15:59:46.466667
cvprmendels_2024-05-08_15_50_00,cvprmendels,2024-05-08T15:50:00+00:00,Entry,55,17624,75,bee,0.8365409375249523,2024-05-08 15:59:47.466667
cvprmendels_2024-05-23_12_00_00,cvprmendels,2024-05-23T12:00:00+00:00,Entry,42,427,1,bee,0.9859849126844287,2024-05-23 12:00:14.233333
cvprmendels_2024-05-23_12_00_00,cvprmendels,2024-05-23T12:00:00+00:00,Exit,1,429,2,bee,0.9847073344726123,2024-05-23 12:00:14.300000
cvprmendels_2024-05-23_12_00_00,cvprmendels,2024-05-23T12:00:00+00:00,Exit,42,3242,5,bee,0.9337091803073703,2024-05-23 12:01:48.066667
cvprmendels_2024-05-23_12_00_00,cvprmendels,2024-05-23T12:00:00+00:00,Entry,7,3522,7,bee,0.9723023490766426,2024-05-23 12:01:57.400000
cvprmendels_2024-05-23_12_00_00,cvprmendels,2024-05-23T12:00:00+00:00,Exit,7,5990,10,bee,0.8603184613651139,2024-05-23 12:03:19.666667
cvprmendels_2024-05-23_12_00_00,cvprmendels,2024-05-23T12:00:00+00:00,Exit,20,6143,11,bee,0.9715238770690925,2024-05-23 12:03:24.766667
cvprmendels_2024-05-23_12_00_00,cvprmendels,2024-05-23T12:00:00+00:00,Entry,42,6203,12,bee,0.9550474944177355,2024-05-23 12:03:26.766667
cvprmendels_2024-05-23_12_00_00,cvprmendels,2024-05-23T12:00:00+00:00,Entry,3,6952,16,bee,0.9376217884904026,2024-05-23 12:03:51.733333
cvprmendels_2024-05-23_12_00_00,cvprmendels,2024-05-23T12:00:00+00:00,Exit,3,7206,18,bee,0.9443174462708782,2024-05-23 12:04:00.200000
cvprmendels_2024-05-23_12_00_00,cvprmendels,2024-05-23T12:00:00+00:00,Entry,1,7281,18,bee,0.9584428555014718,2024-05-23 12:04:02.700000
cvprmendels_2024-05-23_12_00_00,cvprmendels,2024-05-23T12:00:00+00:00,Exit,1,8548,19,bee,0.9100382812226178,2024-05-23 12:04:44.933333
cvprmendels_2024-05-23_12_00_00,cvprmendels,2024-05-23T12:00:00+00:00,Exit,50,9415,20,bee,0.6603589842459752,2024-05-23 12:05:13.833333
cvprmendels_2024-05-23_12_00_00,cvprmendels,2024-05-23T12:00:00+00:00,Entry,50,9466,20,bee,0.7137831320253801,2024-05-23 12:05:15.533333
cvprmendels_2024-05-23_12_00_00,cvprmendels,2024-05-23T12:00:00+00:00,Entry,20,10489,23,bee,0.9304019660395944,2024-05-23 12:05:49.633333
cvprmendels_2024-05-23_12_00_00,cvprmendels,2024-05-23T12:00:00+00:00,Exit,50,10467,25,bee,0.840272117384372,2024-05-23 12:05:48.900000
cvprmendels_2024-05-23_12_00_00,cvprmendels,2024-05-23T12:00:00+00:00,Entry,50,10541,25,bee,0.8640114498912779,2024-05-23 12:05:51.366667
cvprmendels_2024-05-23_12_00_00,cvprmendels,2024-05-23T12:00:00+00:00,Entry,60,11584,28,bee,0.9406525092786069,2024-05-23 12:06:26.133333
cvprmendels_2024-05-23_12_00_00,cvprmendels,2024-05-23T12:00:00+00:00,Exit,20,12150,32,bee,0.7489817208885363,2024-05-23 12:06:45.000000
cvprmendels_2024-05-23_12_00_00,cvprmendels,2024-05-23T12:00:00+00:00,Exit,60,12765,39,bee,0.9706254499640454,2024-05-23 12:07:05.500000
cvprmendels_2024-05-23_12_00_00,cvprmendels,2024-05-23T12:00:00+00:00,Entry,60,12852,39,bee,0.9719453522839478,2024-05-23 12:07:08.400000
cvprmendels_2024-05-23_12_00_00,cvprmendels,2024-05-23T12:00:00+00:00,Exit,50,13053,40,bee,0.9689114036707345,2024-05-23 12:07:15.100000
cvprmendels_2024-05-23_12_00_00,cvprmendels,2024-05-23T12:00:00+00:00,Entry,41,13805,41,bee,0.9996366363449576,2024-05-23 12:07:40.166667
