action,nest,frame_number,track_id,ml_confidence,timestamp,site,video_date,video_time,video_datetime,video_hour,video_name,source_file,seconds_in_video,event_datetime
Exit,43,9019,79,0.7102623131870729,2024-04-18 10:45:01.633333,mendels,2024-04-18,10:40:01,2024-04-18 10:40:01,10,mendels_2024-04-18_10_40_01,mendels_2024-04-18_10_40_01_events.csv,300.6333333333333,2024-04-18 10:45:01.633333
Entry,19,12607,109,0.9400737100373364,2024-04-18 10:47:01.233333,mendels,2024-04-18,10:40:01,2024-04-18 10:40:01,10,mendels_2024-04-18_10_40_01,mendels_2024-04-18_10_40_01_events.csv,420.23333333333335,2024-04-18 10:47:01.233333
Entry,1,14679,113,0.9943851100934314,2024-04-18 10:48:10.300000,mendels,2024-04-18,10:40:01,2024-04-18 10:40:01,10,mendels_2024-04-18_10_40_01,mendels_2024-04-18_10_40_01_events.csv,489.3,2024-04-18 10:48:10.300000
Exit,1,14793,120,0.853560746013444,2024-04-18 10:48:14.100000,mendels,2024-04-18,10:40:01,2024-04-18 10:40:01,10,mendels_2024-04-18_10_40_01,mendels_2024-04-18_10_40_01_events.csv,493.1,2024-04-18 10:48:14.100000
Exit,20,7686,72,0.8152573941578456,2024-04-18 10:54:16.200,mendels,2024-04-18,10:50:00,2024-04-18 10:50:00,10,mendels_2024-04-18_10_50_00,mendels_2024-04-18_10_50_00_events.csv,256.2,2024-04-18 10:54:16.200000
Entry,26,9534,101,0.9397870551896969,2024-04-18 10:55:17.800,mendels,2024-04-18,10:50:00,2024-04-18 10:50:00,10,mendels_2024-04-18_10_50_00,mendels_2024-04-18_10_50_00_events.csv,317.8,2024-04-18 10:55:17.800000
Entry,39,10330,108,0.921050359918974,2024-04-18 11:05:44.333333,mendels,2024-04-18,11:00:00,2024-04-18 11:00:00,11,mendels_2024-04-18_11_00_00,mendels_2024-04-18_11_00_00_events.csv,344.3333333333333,2024-04-18 11:05:44.333333
Exit,26,5690,3,0.6305453590210583,2024-04-18 11:23:09.666667,mendels,2024-04-18,11:20:00,2024-04-18 11:20:00,11,mendels_2024-04-18_11_20_00,mendels_2024-04-18_11_20_00_events.csv,189.66666666666666,2024-04-18 11:23:09.666667
Exit,26,5732,5,0.6736653421361786,2024-04-18 11:23:11.066667,mendels,2024-04-18,11:20:00,2024-04-18 11:20:00,11,mendels_2024-04-18_11_20_00,mendels_2024-04-18_11_20_00_events.csv,191.06666666666666,2024-04-18 11:23:11.066667
Entry,26,5929,5,0.6030665070600815,2024-04-18 11:23:17.633333,mendels,2024-04-18,11:20:00,2024-04-18 11:20:00,11,mendels_2024-04-18_11_20_00,mendels_2024-04-18_11_20_00_events.csv,197.63333333333333,2024-04-18 11:23:17.633333
Exit,26,5940,6,0.6855573624702845,2024-04-18 11:23:18.000000,mendels,2024-04-18,11:20:00,2024-04-18 11:20:00,11,mendels_2024-04-18_11_20_00,mendels_2024-04-18_11_20_00_events.csv,198.0,2024-04-18 11:23:18.000000
Exit,51,5259,36,0.7946447489592934,2024-04-18 11:32:55.300000,mendels,2024-04-18,11:30:00,2024-04-18 11:30:00,11,mendels_2024-04-18_11_30_00,mendels_2024-04-18_11_30_00_events.csv,175.3,2024-04-18 11:32:55.300000
Exit,51,6170,58,0.7644503658385854,2024-04-18 11:33:25.666667,mendels,2024-04-18,11:30:00,2024-04-18 11:30:00,11,mendels_2024-04-18_11_30_00,mendels_2024-04-18_11_30_00_events.csv,205.66666666666666,2024-04-18 11:33:25.666667
