frame,track_id,x1,y1,x2,y2,confidence,species
272,34,793.0,673.0,809.0,687.0,1.0,blob
272,35,923.0,198.0,960.0,231.0,1.0,blob
273,34,793.0,673.0,809.0,687.0,1.0,blob
273,35,923.0,198.0,960.0,231.0,1.0,blob
274,34,793.0,673.0,809.0,687.0,1.0,blob
274,35,923.0,198.0,960.0,231.0,1.0,blob
275,35,923.0,198.0,960.0,231.0,1.0,blob
276,35,923.0,198.0,960.0,231.0,1.0,blob
277,35,923.0,198.0,960.0,231.0,1.0,blob
278,35,923.0,198.0,960.0,231.0,1.0,blob
279,35,923.0,198.0,960.0,231.0,1.0,blob
280,36,782.0,624.0,820.0,652.0,1.0,blob
281,36,783.0,623.0,820.0,652.0,1.0,blob
282,36,783.0,623.0,820.0,652.0,1.0,blob
283,36,783.0,623.0,820.0,652.0,1.0,blob
283,37,924.0,205.0,939.0,220.0,1.0,blob
284,36,785.0,623.0,815.0,647.0,1.0,blob
284,37,924.0,205.0,939.0,220.0,1.0,blob
285,36,788.0,624.0,815.0,645.0,1.0,blob
285,37,924.0,205.0,939.0,220.0,1.0,blob
286,36,788.0,627.0,813.0,646.0,1.0,blob
286,37,924.0,205.0,939.0,220.0,1.0,blob
287,36,788.0,627.0,813.0,646.0,1.0,blob
287,37,924.0,205.0,939.0,220.0,1.0,blob
288,36,788.0,627.0,813.0,646.0,1.0,blob
288,37,924.0,205.0,939.0,220.0,1.0,blob
289,36,788.0,627.0,813.0,646.0,1.0,blob
289,37,924.0,205.0,939.0,220.0,1.0,blob
290,36,788.0,627.0,813.0,646.0,1.0,blob
290,37,924.0,205.0,939.0,220.0,1.0,blob
291,36,788.0,627.0,813.0,646.0,1.0,blob
291,37,924.0,205.0,939.0,220.0,1.0,blob
292,36,788.0,627.0,813.0,646.0,1.0,blob
292,37,924.0,205.0,939.0,220.0,1.0,blob
293,36,788.0,627.0,813.0,646.0,1.0,blob
293,37,924.0,205.0,939.0,220.0,1.0,blob
294,36,788.0,627.0,813.0,646.0,1.0,blob
295,36,788.0,627.0,813.0,646.0,1.0,blob
296,36,788.0,627.0,813.0,646.0,1.0,blob
307,38,466.0,596.0,512.0,634.0,1.0,blob
308,38,440.0,593.0,484.0,625.0,1.0,blob
309,38,440.0,593.0,484.0,625.0,1.0,blob
310,38,440.0,593.0,484.0,625.0,1.0,blob
311,38,440.0,593.0,484.0,625.0,1.0,blob
311,39,383.0,671.0,398.0,687.0,1.0,blob
312,38,440.0,593.0,484.0,625.0,1.0,blob
312,39,373.0,670.0,394.0,697.0,1.0,blob
313,38,440.0,593.0,484.0,625.0,1.0,blob
313,39,376.0,672.0,400.0,698.0,1.0,blob
314,38,440.0,593.0,484.0,625.0,1.0,blob
314,39,396.0,674.0,427.0,702.0,1.0,blob
315,38,440.0,593.0,484.0,625.0,1.0,blob
315,39,438.0,683.0,468.0,711.0,1.0,blob
316,38,440.0,593.0,484.0,625.0,1.0,blob
316,39,438.0,683.0,468.0,711.0,1.0,blob
317,38,440.0,593.0,484.0,625.0,1.0,blob
317,39,438.0,683.0,468.0,711.0,1.0,blob
317,40,516.0,691.0,542.0,720.0,1.0,blob
318,38,440.0,593.0,484.0,625.0,1.0,blob
318,39,438.0,683.0,468.0,711.0,1.0,blob
318,40,516.0,691.0,542.0,720.0,1.0,blob
319,39,438.0,683.0,468.0,711.0,1.0,blob
319,40,516.0,691.0,542.0,720.0,1.0,blob
320,39,438.0,683.0,468.0,711.0,1.0,blob
320,40,516.0,691.0,542.0,720.0,1.0,blob
321,39,438.0,683.0,468.0,711.0,1.0,blob
321,40,516.0,691.0,542.0,720.0,1.0,blob
322,39,438.0,683.0,468.0,711.0,1.0,blob
322,40,516.0,691.0,542.0,720.0,1.0,blob
323,39,438.0,683.0,468.0,711.0,1.0,blob
323,40,516.0,691.0,542.0,720.0,1.0,blob
323,41,668.0,697.0,689.0,720.0,1.0,blob
324,39,438.0,683.0,468.0,711.0,1.0,blob
324,40,516.0,691.0,542.0,720.0,1.0,blob
324,41,689.0,682.0,717.0,715.0,1.0,blob
325,39,438.0,683.0,468.0,711.0,1.0,blob
325,40,516.0,691.0,542.0,720.0,1.0,blob
325,41,716.0,672.0,752.0,706.0,1.0,blob
326,40,516.0,691.0,542.0,720.0,1.0,blob
326,41,758.0,673.0,783.0,702.0,1.0,blob
327,40,516.0,691.0,542.0,720.0,1.0,blob
327,41,779.0,674.0,803.0,699.0,1.0,blob
328,41,794.0,673.0,821.0,703.0,1.0,blob
329,41,809.0,676.0,836.0,708.0,1.0,blob
330,41,842.0,686.0,868.0,715.0,1.0,blob
331,41,902.0,690.0,920.0,706.0,1.0,blob
332,41,949.0,689.0,975.0,720.0,1.0,blob
333,41,986.0,687.0,1009.0,720.0,1.0,blob
334,41,1018.0,687.0,1042.0,720.0,1.0,blob
335,41,1054.0,688.0,1074.0,717.0,1.0,blob
336,41,1054.0,688.0,1074.0,717.0,1.0,blob
337,41,1054.0,688.0,1074.0,717.0,1.0,blob
338,41,1054.0,688.0,1074.0,717.0,1.0,blob
339,41,1054.0,688.0,1074.0,717.0,1.0,blob
340,41,1054.0,688.0,1074.0,717.0,1.0,blob
341,41,1054.0,688.0,1074.0,717.0,1.0,blob
342,41,1054.0,688.0,1074.0,717.0,1.0,blob
343,41,1054.0,688.0,1074.0,717.0,1.0,blob
343,42,1149.0,626.0,1171.0,643.0,1.0,blob
344,41,1054.0,688.0,1074.0,717.0,1.0,blob
344,42,1149.0,626.0,1171.0,643.0,1.0,blob
345,41,1054.0,688.0,1074.0,717.0,1.0,blob
345,42,1149.0,626.0,1171.0,643.0,1.0,blob
346,42,1149.0,626.0,1171.0,643.0,1.0,blob
347,42,1149.0,626.0,1171.0,643.0,1.0,blob
348,42,1082.0,566.0,1102.0,588.0,1.0,blob
349,42,1082.0,566.0,1102.0,588.0,1.0,blob
